#
#                              distance (vertice unit) / time (seconds) / angle (degrees)
#
#       X          Y          Z                    V                            VC                               J                            AccT                 Radi   
    13.18467    5.61303    2.02102         -9.528022462527051E-06         -1.234001651848995E-06         -1.076202411437605E-05          8.945480736818596E-07   14.47157
    12.33155    6.11503    2.21001         -9.691820806632167E-06         -1.138565057453794E-06         -1.083038586408596E-05          9.128772195532003E-07   13.94076
    11.76898    6.88032    2.00958         -9.636535935542885E-06         -1.116853187718887E-06         -1.075338912326177E-05          9.086441766160015E-07   13.77992
    10.70807    7.18657    2.17848         -9.859473096473060E-06         -9.994374880822729E-07         -1.085891058455533E-05          9.308580845490630E-07   13.07881
    10.04407    7.73493    1.96995         -9.839144659267529E-06         -9.658026263916622E-07         -1.080494728565919E-05          9.289501361149804E-07   12.82939
     8.87679    7.86735    2.13994         -1.006140346015614E-05         -8.454924740242170E-07         -1.090689593418035E-05          9.500241880657008E-07   12.05288
     8.20831    8.27649    1.94396         -1.001745004703354E-05         -8.165516337221603E-07         -1.083400168075570E-05          9.456899260377281E-07   11.81760
     6.98191    8.30051    2.14121         -1.017675788918437E-05         -7.069912247864801E-07         -1.088374911397085E-05          9.605739447277486E-07   11.05578
     6.32867    8.63582    1.96377         -1.008028296978933E-05         -6.888659731267105E-07         -1.076914894291604E-05          9.516512820057223E-07   10.88512
     5.06536    8.75203    1.99109         -1.008409619481154E-05         -6.145077237818660E-07         -1.069860391859341E-05          9.508516034447827E-07   10.30633
     4.38350    8.53509    2.20660         -1.019018597700847E-05         -5.532521809883068E-07         -1.074343815799678E-05          9.589931459167930E-07    9.84540
     3.10963    8.62385    2.04022         -1.012751454500385E-05         -5.050424807394813E-07         -1.063255702574333E-05          9.478392236661157E-07    9.39165
     2.40539    8.21975    2.25328         -1.029223111493416E-05         -4.407980807964179E-07         -1.073302919573058E-05          9.569049170591420E-07    8.85593
     1.23926    8.01538    2.06484         -1.033016149976451E-05         -3.953181162595344E-07         -1.072547961602405E-05          9.471361563272175E-07    8.36933
     0.56522    7.43011    2.27772         -1.054921508207312E-05         -3.336837806293629E-07         -1.088289886270248E-05          9.543347536980846E-07    7.79192
    -0.47126    7.04665    2.08708         -1.064173997594549E-05         -2.997384722907231E-07         -1.094147844823621E-05          9.394427516695651E-07    7.36433
    -1.10108    6.31650    2.31332         -1.088688114801644E-05         -2.470541200839260E-07         -1.113393526810036E-05          9.384366346891633E-07    6.81631
    -2.02515    5.83227    2.13416         -1.100871548316025E-05         -2.290614646122267E-07         -1.123777694777247E-05          9.123950344914660E-07    6.53232
    -2.52043    4.90923    2.35921         -1.133043711014481E-05         -1.830081250168223E-07         -1.151344523516163E-05          9.022566200646173E-07    6.00158
    -3.24267    4.30715    2.16957         -1.155272410559722E-05         -1.746747883711038E-07         -1.172739889396833E-05          8.628753188009679E-07    5.81150
    -3.42836    3.17629    2.36190         -1.195415834576719E-05         -1.312624889713550E-07         -1.208542083473854E-05          8.449318889940400E-07    5.23651
    -3.84494    2.49884    2.14422         -1.225122532414340E-05         -1.263665481243921E-07         -1.237759187226779E-05          7.859289572965411E-07    5.06216
    -3.67812    1.27113    2.30544         -1.251610526501230E-05         -9.101018638952460E-08         -1.260711545140183E-05          7.782549051827432E-07    4.52321
    -3.85676    0.62443    2.07915         -1.271626241206119E-05         -9.173222132589148E-08         -1.280799463338708E-05          7.156200802597943E-07    4.42576
    -3.68662   -0.55826    2.04959         -1.275448993209891E-05         -8.354890613522335E-08         -1.283803883823414E-05          7.123058498727551E-07    4.25483
    -3.35599   -1.17157    2.23737         -1.260166656678803E-05         -7.593167792818234E-08         -1.267759824471621E-05          7.745490607920805E-07    4.20013
    -3.28575   -2.30650    2.03490         -1.241422555239156E-05         -9.684983968752060E-08         -1.251107539207908E-05          7.790000632242766E-07    4.50077
    -2.85108   -2.92905    2.23344         -1.215956945563137E-05         -1.004067849136384E-07         -1.225997624054501E-05          8.425783101028438E-07    4.65792
    -2.61903   -3.96610    2.04609         -1.182014471069402E-05         -1.357504608349199E-07         -1.195589517152894E-05          8.646896596681761E-07    5.17453
    -2.00311   -4.55936    2.24341         -1.159277077091332E-05         -1.490368410358857E-07         -1.174180761194921E-05          9.089805507565586E-07    5.46197
    -1.57702   -5.45156    2.05040         -1.128415002981493E-05         -1.935448967110373E-07         -1.147769492652597E-05          9.239052385805032E-07    6.03412
    -0.79080   -5.98213    2.25094         -1.111191510420164E-05         -2.188134961665578E-07         -1.133072860036820E-05          9.504774000132964E-07    6.44034
    -0.24551   -6.73628    2.06007         -1.084478075114603E-05         -2.730585946176786E-07         -1.111783934576371E-05          9.519762979949735E-07    7.04852
     0.68730   -7.18567    2.27132         -1.069884166516726E-05         -3.131327710617229E-07         -1.101197443622898E-05          9.649812129171744E-07    7.56738
     1.30208   -7.81995    2.08745         -1.044673942992906E-05         -3.776794671456321E-07         -1.082441889707470E-05          9.550262770518256E-07    8.19783
     2.41500   -8.07170    2.28646         -1.038796383368517E-05         -4.265823764166910E-07         -1.081454621010186E-05          9.630530614010773E-07    8.72998
     3.08754   -8.52846    2.09465         -1.019505801435403E-05         -4.943868942118185E-07         -1.068944490856585E-05          9.509047993515399E-07    9.30887
     4.34189   -8.48370    2.26844         -1.025167307291757E-05         -5.458146506685393E-07         -1.079748772358611E-05          9.614524574612756E-07    9.79648
     5.01087   -8.77287    2.07350         -1.010420637770171E-05         -6.134031837068941E-07         -1.071760956140860E-05          9.500744464607019E-07   10.31366
     6.29011   -8.76988    2.06802         -1.003615921314387E-05         -6.999642331979028E-07         -1.073612344634177E-05          9.461888239702817E-07   10.98876
     6.96272   -8.48739    2.25958         -1.009467096724450E-05         -7.242364161508577E-07         -1.081890738339536E-05          9.529761162792907E-07   11.20807
     8.25484   -8.62879    2.09860         -9.801667996364323E-06         -8.569461405482920E-07         -1.065861413691261E-05          9.278037804223275E-07   12.12446
     8.96604   -8.24756    2.30908         -9.810750507832409E-06         -8.918836017437580E-07         -1.070263410957617E-05          9.282530983011965E-07   12.39936
    10.21886   -8.19637    2.15254         -9.491926946875915E-06         -1.031263876133543E-06         -1.052319082300946E-05          8.969658875448082E-07   13.27550
    10.87923   -7.57068    2.34758         -9.566125963331392E-06         -1.055706316284166E-06         -1.062183227961556E-05          8.990734678428487E-07   13.46046
    11.97655   -7.24620    2.16397         -9.326980550973095E-06         -1.177533458455550E-06         -1.050451400942864E-05          8.712060214716787E-07   14.16432
    12.45652   -6.35121    2.32576         -9.508345290374012E-06         -1.174874214195224E-06         -1.068321950456924E-05          8.828373883279541E-07   14.17434
    13.31708   -5.82749    2.12076         -9.347810381588332E-06         -1.269832848374727E-06         -1.061764322996306E-05          8.622158038528286E-07   14.69019
    13.59977   -4.77599    2.27047         -9.554691972426254E-06         -1.248557863061436E-06         -1.080324983548769E-05          8.813127517369227E-07   14.59174
    14.25289   -4.17579    2.06691         -9.407597741566876E-06         -1.325588777824606E-06         -1.073318651939148E-05          8.653737645091971E-07   14.99514
    14.39566   -3.05748    2.23236         -9.555678554530867E-06         -1.301557040802467E-06         -1.085723559533333E-05          8.841633821528389E-07   14.88511
    14.88836   -2.43626    2.03717         -9.397240189134107E-06         -1.367755485084180E-06         -1.076499567421829E-05          8.697511879931186E-07   15.22330
    14.86637   -1.26196    2.21806         -9.509226015511057E-06         -1.337724514271862E-06         -1.084695052978292E-05          8.851235929166684E-07   15.08381
    15.19151   -0.63938    2.02189         -9.374534252999100E-06         -1.389341448833267E-06         -1.076387570183237E-05          8.715699719800890E-07   15.33880
    15.75842    0.50155    1.40386         -9.108345110334459E-06         -1.493838270028407E-06         -1.060218338036287E-05          8.429191605986761E-07   15.82878
    15.52304    1.09267    1.60678         -9.210817084525230E-06         -1.455254447206065E-06         -1.066607153173129E-05          8.548275792022140E-07   15.64419
    15.49374    2.18619    1.39545         -9.158272607321920E-06         -1.471339722743426E-06         -1.062961233006535E-05          8.483363683591564E-07   15.70932
    15.13365    2.79405    1.60016         -9.272193450378245E-06         -1.423254489687376E-06         -1.069544794006562E-05          8.607683999826531E-07   15.47238
    14.98102    3.83159    1.40024         -9.185132330250288E-06         -1.436944374184834E-06         -1.062207670443512E-05          8.507372209918597E-07   15.52651
    14.49117    4.44355    1.61128         -9.286719155091494E-06         -1.380618197471687E-06         -1.066733735256318E-05          8.628034681644750E-07   15.24255
    14.20843    5.40918    1.41768         -9.166997135466087E-06         -1.389030032401215E-06         -1.055602716786730E-05          8.514437542638216E-07   15.26921
    13.52523    5.96741    1.62627         -9.291996981164832E-06         -1.313328708930478E-06         -1.060532569009531E-05          8.666747627161322E-07   14.87235
    13.05984    6.78598    1.42377         -9.203998208085576E-06         -1.301712252226683E-06         -1.050571046031226E-05          8.603378555055066E-07   14.78635
